127.0.0.1 - - [28/Apr/2024:15:05:38 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:09:30 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:11:38 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 13311
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:11:38 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:11:38 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:11:38 +0530] "GET /project_3/img/UserRegiatration.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:13:26 +0530] "POST /project_3/UserRegistrationCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:13:26 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 13311
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:13:26 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:13:26 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:14:44 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7756
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:14:44 +0530] "GET /project_3/img/LoginPage.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:01 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:01 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 13311
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:01 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:01 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:06 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:07 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:07 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:07 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 13952
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:07 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:10 +0530] "GET /project_3/ForgetPasswordCtl HTTP/1.1" 200 12693
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:10 +0530] "GET /project_3/img/AddUser.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:14 +0530] "POST /project_3/ForgetPasswordCtl HTTP/1.1" 200 12777
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:22 +0530] "POST /project_3/ForgetPasswordCtl HTTP/1.1" 200 12996
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:26 +0530] "POST /project_3/ForgetPasswordCtl HTTP/1.1" 200 12996
0:0:0:0:0:0:0:1 - - [28/Apr/2024:15:17:52 +0530] "POST /project_3/ForgetPasswordCtl HTTP/1.1" 200 13007
